"","country","continent","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"135","Paraguay","Americas",23.1580909090909,24.28825,24.759,24.2638333333333,23.8045,23.8200833333333,24.3765833333333,23.7266666666667,23.8183333333333,24.1885833333333,23.6154166666667,23.9915,24.46575
"136","Peru","Americas",20.2123636363636,20.22575,20.536,20.4855833333333,20.4430833333333,20.4505833333333,20.541,20.1916666666667,20.2264166666667,20.5230833333333,20.5845,20.2840833333333,20.46
"137","Philippines","Asia",27.1099090909091,27.10425,27.0831666666667,27.0148333333333,27.0898333333333,27.1443333333333,27.1780833333333,27.162,26.87575,27.00875,27.3565,26.7859166666667,27.1489166666667
"138","Poland","Europe",10.6743636363636,8.33383333333333,9.17116666666667,8.38508333333333,8.3905,8.4185,8.79991666666667,9.41808333333333,9.46916666666667,8.65291666666667,7.62141666666667,8.95166666666667,8.53775
"139","Portugal","Europe",16.1533636363636,15.40775,15.4631666666667,15.8158333333333,15.4638333333333,15.5369166666667,16.0025833333333,15.2410833333333,15.27,15.9835,15.68425,16.0664166666667,15.3921666666667
"140","Puerto Rico","Americas",25.9939090909091,26.27025,26.482,26.5106666666667,26.0995,26.4296666666667,26.45225,26.6178333333333,26.0983333333333,26.338,26.63825,26.2208333333333,26.4695833333333
"141","Qatar","Asia",28.8618181818182,28.3056666666667,28.1855,28.3250833333333,28.1404166666667,28.0130833333333,28.0714166666667,28.1704166666667,27.8653333333333,28.1225,28.8895833333333,28.1615,28.4845
"142","Romania","Europe",11.8804545454545,9.63858333333333,10.3926666666667,9.34016666666667,9.55816666666667,9.12316666666667,9.469,10.8683333333333,10.461,10.4706666666667,9.85166666666667,9.569,10.3010833333333
"143","Rwanda","Africa",19.761,19.66125,19.94725,20.0943333333333,20.0849166666667,20.4325833333333,20.1628333333333,19.76325,19.7305,20.0226666666667,20.2670833333333,19.77375,19.9594166666667
"144","Saint Lucia","Americas",27.1994545454545,27.42125,27.4628333333333,27.6076666666667,27.3779166666667,27.8586666666667,27.6921666666667,27.58325,27.2086666666667,27.495,28.0059166666667,27.5401666666667,27.5789166666667
"145","Samoa","Oceania",26.8313636363636,26.9538333333333,27.2366666666667,27.0226666666667,27.05775,27.1243333333333,26.835,27.14925,26.6711666666667,26.7283333333333,27.1616666666667,26.7155833333333,26.9266666666667
"146","San Marino","Europe",16.3771818181818,15.14125,15.1380833333333,15.3570833333333,14.6268333333333,13.9486666666667,14.79,15.3708333333333,15.2076666666667,15.351,14.4150833333333,15.4549166666667,15.3279166666667
"147","Saudi Arabia","Asia",27.6219090909091,26.7696666666667,26.6273333333333,26.8166666666667,26.519,26.4955,26.5585833333333,26.6825833333333,26.47775,26.82775,27.5300833333333,26.63525,26.9889166666667
"148","Senegal","Africa",28.7743636363636,28.9363333333333,28.9781666666667,28.7041666666667,28.8520833333333,28.9550833333333,28.63075,28.8168333333333,28.7960833333333,28.47375,29.3023333333333,28.7749166666667,28.6355833333333
"149","Serbia","Europe",13.178,10.9131666666667,11.4134166666667,10.7955,10.6165,9.92258333333333,10.5741666666667,11.7459166666667,11.6663333333333,11.4121666666667,10.9925,10.823,11.45175
"150","Seychelles","Africa",27.1867272727273,27.4678333333333,27.5310833333333,27.6854166666667,27.25775,27.4684166666667,27.4701666666667,27.7125833333333,27.3768333333333,27.74125,27.7448333333333,27.7316666666667,27.7725833333333
"151","Sierra Leone","Africa",26.5177272727273,26.82675,26.9926666666667,26.9924166666667,26.9789166666667,27.0285833333333,26.71775,26.8374166666667,26.97875,26.985,27.1771666666667,26.92625,26.6764166666667
"152","Singapore","Asia",27.1947272727273,27.1893333333333,27.4060833333333,27.3118333333333,27.3286666666667,27.4935833333333,27.3284166666667,27.13,27.0676666666667,27.4733333333333,27.6035,27.2821666666667,27.3035833333333
"153","Slovakia","Europe",10.6837272727273,8.30775,9.13641666666667,8.48708333333333,8.14558333333333,7.93691666666667,8.52833333333333,9.47891666666667,9.39741666666667,9.00166666666667,8.073,8.846,8.87316666666667
"154","Slovenia","Europe",12.7946363636364,10.8946666666667,11.33725,11.0096666666667,10.24125,9.79508333333333,10.7234166666667,11.4625833333333,11.2479166666667,11.2374166666667,10.194,11.2080833333333,11.27825
"155","Solomon Islands","Oceania",27.2653636363636,27.4483333333333,27.3754166666667,27.37975,27.1785833333333,27.3833333333333,27.2074166666667,27.3214166666667,27.1839166666667,27.3878333333333,27.58625,27.23575,27.18
"156","Somalia","Africa",27.9311818181818,27.4778333333333,27.516,27.7871666666667,27.6836666666667,27.8324166666667,27.6531666666667,27.87275,27.4513333333333,27.9450833333333,27.821,27.9244166666667,27.9385
"157","South Africa","Africa",17.2319090909091,17.8679166666667,17.9494166666667,18.2616666666667,18.0828333333333,18.2179166666667,17.5975,17.98625,17.9560833333333,17.886,18.3026666666667,17.5524166666667,17.8469166666667
"158","Spain","Europe",15.3602727272727,14.6160833333333,14.6479166666667,14.9969166666667,14.3964166666667,14.3035833333333,15.1059166666667,14.2413333333333,14.2295,14.9680833333333,14.246,15.3210833333333,14.58
"159","Sri Lanka","Asia",27.6135454545455,27.6630833333333,27.7959166666667,27.7974166666667,27.6063333333333,27.7238333333333,27.572,27.5565,27.4411666666667,27.7454166666667,27.8835,27.6691666666667,27.9498333333333
"160","Sudan","Africa",27.8827272727273,27.7258333333333,27.9054166666667,27.85375,27.8933333333333,28.0328333333333,27.7294166666667,27.6475,27.8415,28.3479166666667,28.6476666666667,27.8075833333333,27.8685
"161","Suriname","Americas",26.6700909090909,26.8040833333333,26.9039166666667,27.1955833333333,27.1503333333333,27.4839166666667,27.0456666666667,26.9085833333333,26.9195,27.2330833333333,27.4125833333333,27.0605,27.1894166666667
"162","Swaziland","Africa",18.8052727272727,19.546,19.5961666666667,19.9971666666667,19.4699166666667,19.97575,19.2668333333333,19.615,19.4206666666667,19.293,19.7563333333333,19.359,19.57175
"163","Sweden","Europe",5.26036363636364,3.13966666666667,3.79533333333333,3.733,3.64775,4.00016666666667,4.35416666666667,4.08058333333333,4.218,3.50241666666667,1.6585,4.51875,2.97283333333333
"164","Switzerland","Europe",9.50563636363636,7.97975,8.48483333333333,8.66975,7.84608333333333,7.57391666666667,8.33775,8.55275,8.10966666666667,8.30066666666667,7.2265,8.84733333333333,8.15925
"165","Tajikistan","Asia",6.57654545454545,5.71816666666667,5.29125,4.89016666666667,5.83808333333333,5.1845,5.53133333333333,5.44116666666667,5.17466666666667,5.09691666666667,5.56408333333333,5.35158333333333,4.33758333333333
"166","Thailand","Asia",26.5085454545455,26.6798333333333,26.7860833333333,26.649,26.5,26.8331666666667,26.7448333333333,26.6369166666667,26.222,26.6480833333333,27.3896666666667,26.2516666666667,27.289
"167","Togo","Africa",27.3329090909091,27.4105,27.49725,27.66675,27.5349166666667,27.7666666666667,27.7685,27.8638333333333,27.4649166666667,27.7103333333333,28.0594166666667,27.772,27.4199166666667
"168","Tonga","Oceania",23.8084545454545,23.9950833333333,23.8931666666667,23.9195,23.8915833333333,23.7920833333333,23.816,24.1785833333333,23.8485833333333,23.1369166666667,24.1144166666667,24.2366666666667,23.8416666666667
"169","Tunisia","Africa",22.2037272727273,21.70125,21.3284166666667,21.4775833333333,20.9450833333333,20.84575,21.31,21.1546666666667,21.2045833333333,21.0925,21.60975,20.9949166666667,21.4791666666667
"170","Turkey","Asia",13.4004545454545,13.28325,12.339,12.3313333333333,12.3101666666667,12.4329166666667,12.4500833333333,12.8153333333333,12.6578333333333,12.8148333333333,14.2816666666667,11.9145,12.8544166666667
"171","Turkmenistan","Asia",17.692,16.5738333333333,16.3795833333333,15.6424166666667,16.6638333333333,16.5791666666667,16.51,16.3020833333333,15.8580833333333,16.3554166666667,17.0438333333333,15.7861666666667,15.8558333333333
"172","Uganda","Africa",23.5347272727273,23.4058333333333,23.8305,23.8438333333333,23.8119166666667,24.0298333333333,23.7700833333333,23.4905,23.49625,24.0471666666667,23.9223333333333,23.72675,23.8056666666667
"173","Ukraine","Europe",10.5944545454545,8.93866666666667,9.37716666666667,8.21966666666667,8.8505,8.91733333333333,8.45466666666667,10.0554166666667,9.55975,9.4285,9.453,8.79083333333333,9.29066666666667
"174","United Arab Emirates","Asia",29.6626363636364,29.0095833333333,29.058,29.2283333333333,29.104,28.9929166666667,28.9840833333333,29.1560833333333,28.685,29.1276666666667,29.6713333333333,29.2054166666667,29.4258333333333
"175","Uruguay","Americas",17.0892727272727,18.57425,17.9939166666667,17.6046666666667,18.0608333333333,18.1944166666667,18.2404166666667,17.5161666666667,18.2805,17.8713333333333,17.9200833333333,17.8245833333333,18.509
"176","Uzbekistan","Asia",15.2353636363636,13.998,13.8719166666667,13.1576666666667,14.442,14.044,13.78625,13.9283333333333,13.309,13.7003333333333,14.3259166666667,13.1410833333333,13.1441666666667
"177","Western Sahara","Africa",23.6706363636364,23.7049166666667,23.4578333333333,23.4089166666667,23.4206666666667,23.5076666666667,23.4418333333333,23.1454166666667,23.3230833333333,23.3810833333333,24.11425,23.40125,23.3034166666667
"178","Yemen","Asia",28.0088181818182,27.0689166666667,27.1251666666667,27.35775,27.3340833333333,27.2946666666667,27.175,27.31075,26.8075,27.3424166666667,27.30275,27.28825,27.445
"179","Zambia","Africa",21.5034545454545,21.8024166666667,22.2924166666667,22.15675,21.7680833333333,22.8135,21.78425,21.8385,21.5358333333333,21.67025,22.2675,21.7715833333333,21.69775
"180","Zimbabwe","Africa",20.9567272727273,21.6936666666667,22.0810833333333,21.89125,21.3309166666667,22.5099166666667,21.61875,21.60425,21.5455833333333,21.37725,21.98625,21.6024166666667,21.5213333333333
